customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-02739,Female,0,No,Yes,33,Yes,Yes,No,No,No,No internet service,No,No,No,Two year,Yes,Credit card (automatic),105.37,3485.13,No
CUST-02740,Female,0,Yes,No,72,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,19.46,1412.99,No
CUST-02741,Female,0,No,Yes,53,Yes,Yes,No,No,No internet service,No,No,Yes,No,Month-to-month,No,Electronic check,91.98,4914.89,Yes
CUST-02742,Male,0,Yes,Yes,11,Yes,No,DSL,No,Yes,Yes,No,No internet service,No,Month-to-month,No,Mailed check,98.25,1046.25,No
CUST-02743,Male,1,No,No,18,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,55.06,978.92,No
CUST-02744,Male,0,No,No,25,No,Yes,No,No,No,Yes,No internet service,Yes,No,Month-to-month,No,Mailed check,88.6,2262.77,No
CUST-02745,Female,1,No,Yes,22,Yes,Yes,No,Yes,No internet service,Yes,Yes,Yes,No internet service,Two year,Yes,Mailed check,108.51,2423.23,No
CUST-02746,Male,0,Yes,No,32,Yes,No,DSL,Yes,No,No internet service,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),72.34,2355.74,Yes
CUST-02747,Male,1,Yes,No,56,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),83.32,4619.08,Yes
CUST-02748,Female,1,No,No,29,Yes,No,DSL,No internet service,No,No,No,No,No,Two year,No,Bank transfer (automatic),88.03,2524.88,No
CUST-02749,Female,0,No,Yes,22,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),114.16,2507.84,No
CUST-02750,Female,0,No,No,35,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No internet service,Yes,Two year,No,Electronic check,59.99,2137.02,No
CUST-02751,Male,0,No,No,42,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,No,No,Two year,No,Electronic check,73.92,3099.27,No
CUST-02752,Male,0,No,Yes,65,Yes,No,DSL,No,Yes,No internet service,No internet service,Yes,No,Two year,No,Credit card (automatic),64.72,4172.87,No
CUST-02753,Female,1,No,No,52,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,Yes,One year,Yes,Electronic check,49.57,2588.96,Yes
CUST-02754,Female,0,Yes,No,59,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),112.31,6665.65,No
CUST-02755,Male,0,Yes,No,36,No,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),66.95,2367.0,No
CUST-02756,Male,0,Yes,No,60,Yes,No,Fiber optic,No,No,No internet service,No,No,No,Two year,No,Credit card (automatic),111.07,6663.76,No
CUST-02757,Female,1,Yes,No,52,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,117.1,6137.21,Yes
CUST-02758,Female,0,No,No,11,Yes,Yes,DSL,No,No internet service,No internet service,No,Yes,No,Two year,No,Bank transfer (automatic),103.72,1098.5,No
CUST-02759,Male,0,No,No,34,Yes,No,Fiber optic,No,Yes,Yes,No,No,No internet service,Two year,Yes,Mailed check,34.52,1163.95,No
CUST-02760,Female,0,No,No,66,Yes,Yes,DSL,Yes,No internet service,Yes,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,21.84,1413.31,Yes
CUST-02761,Male,0,Yes,No,37,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),72.14,2630.88,Yes
CUST-02762,Male,0,Yes,No,23,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,71.82,1674.23,No
CUST-02763,Male,0,No,No,39,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),78.48,3017.09,No
CUST-02764,Male,0,Yes,No,64,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),23.7,1558.24,Yes
CUST-02765,Female,0,Yes,Yes,56,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No,No internet service,Two year,Yes,Electronic check,46.95,2674.24,No
CUST-02766,Female,0,No,No,71,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),67.71,4815.51,No
CUST-02767,Male,0,No,No,44,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),69.44,3067.36,No
CUST-02768,Male,0,No,No,71,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Electronic check,112.66,8039.69,No
CUST-02769,Male,0,Yes,No,12,Yes,No phone service,No,Yes,No internet service,No internet service,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),114.55,1381.8,No
CUST-02770,Male,1,No,No,5,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,106.96,505.62,Yes
CUST-02771,Male,0,No,Yes,70,Yes,No,DSL,No internet service,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,43.03,2997.97,No
CUST-02772,Female,1,No,No,46,Yes,Yes,No,Yes,Yes,No internet service,No internet service,Yes,No internet service,One year,No,Credit card (automatic),82.09,3775.05,No
CUST-02773,Female,0,Yes,Yes,43,Yes,No,DSL,No,No,Yes,No,No internet service,No,Month-to-month,No,Mailed check,45.41,1973.27,Yes
CUST-02774,Female,0,Yes,No,31,Yes,No,DSL,No internet service,Yes,Yes,No,No,No internet service,Two year,No,Bank transfer (automatic),113.06,3501.41,No
CUST-02775,Female,0,No,No,2,Yes,No,Fiber optic,Yes,No internet service,No,No,No internet service,No internet service,Two year,Yes,Mailed check,68.61,181.98,Yes
CUST-02776,Male,0,No,Yes,53,Yes,No,No,No internet service,Yes,No,No internet service,No,No internet service,Two year,No,Mailed check,100.84,5354.21,No
CUST-02777,Male,0,Yes,No,37,Yes,Yes,DSL,No,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),57.3,2124.25,No
CUST-02778,Male,0,Yes,No,3,Yes,No phone service,DSL,No,No internet service,No,No,No,No,Month-to-month,Yes,Credit card (automatic),56.15,196.02,No
CUST-02779,Male,0,No,No,16,Yes,Yes,DSL,No,Yes,Yes,No internet service,No internet service,No internet service,One year,No,Mailed check,21.37,312.51,No
CUST-02780,Male,0,Yes,No,36,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No,No,Month-to-month,No,Credit card (automatic),63.95,2302.99,No
CUST-02781,Female,0,No,Yes,35,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,82.36,2834.31,Yes
CUST-02782,Male,0,No,Yes,57,Yes,Yes,No,No internet service,Yes,Yes,Yes,No,No internet service,Two year,No,Credit card (automatic),30.99,1760.59,No
CUST-02783,Female,0,Yes,No,40,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,36.48,1424.5,No
CUST-02784,Female,0,No,No,7,Yes,Yes,DSL,No internet service,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,115.16,836.0,No
CUST-02785,Female,0,No,No,66,Yes,Yes,No,Yes,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Electronic check,91.16,6004.32,No
CUST-02786,Female,0,Yes,Yes,29,Yes,No phone service,DSL,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,108.85,3153.45,Yes
CUST-02787,Male,0,No,No,51,Yes,No phone service,DSL,Yes,Yes,No,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),65.61,3299.31,Yes
CUST-02788,Female,1,Yes,No,24,No,No,DSL,Yes,No,Yes,No,Yes,No internet service,Two year,No,Credit card (automatic),35.92,815.43,No
CUST-02789,Female,1,No,No,51,Yes,No,DSL,Yes,No,Yes,No,No internet service,Yes,Month-to-month,No,Mailed check,34.64,1742.82,No
CUST-02790,Female,0,No,Yes,58,Yes,Yes,DSL,No,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),72.16,4205.26,Yes
CUST-02791,Male,0,Yes,No,29,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,89.54,2622.16,No
CUST-02792,Male,0,Yes,Yes,66,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),109.59,7282.27,No
CUST-02793,Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No,No,One year,No,Electronic check,58.72,204.49,No
CUST-02794,Female,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),50.55,2845.39,No
CUST-02795,Female,0,Yes,No,62,Yes,Yes,No,Yes,No,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),111.5,6933.11,No
CUST-02796,Male,0,Yes,No,31,Yes,No,No,No,No internet service,No,Yes,Yes,Yes,Two year,No,Mailed check,63.36,1954.23,No
CUST-02797,Female,0,No,No,50,Yes,Yes,DSL,Yes,No,No,No internet service,No,No internet service,One year,No,Credit card (automatic),70.05,3548.99,No
CUST-02798,Male,0,Yes,No,62,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No,Yes,Month-to-month,No,Electronic check,62.92,3912.77,No
CUST-02799,Male,0,No,No,0,Yes,No phone service,No,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),94.82,0.0,No
CUST-02800,Female,0,Yes,No,18,Yes,Yes,No,Yes,Yes,No,No internet service,No internet service,No,Month-to-month,No,Mailed check,25.12,436.98,No
CUST-02801,Female,0,No,No,34,Yes,No,DSL,Yes,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),101.64,3419.87,Yes
CUST-02802,Female,0,No,Yes,62,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,57.19,3519.34,Yes
CUST-02803,Female,0,Yes,Yes,25,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,114.59,2871.34,Yes
CUST-02804,Male,0,No,No,12,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No,No internet service,Two year,Yes,Electronic check,48.05,570.57,No
CUST-02805,Male,0,No,No,22,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,Yes,Yes,One year,Yes,Mailed check,65.03,1425.75,No
CUST-02806,Male,0,No,Yes,34,Yes,Yes,DSL,No internet service,No,No,No,No internet service,No internet service,Month-to-month,No,Mailed check,60.24,2041.28,No
CUST-02807,Male,1,Yes,No,11,Yes,No,Fiber optic,No,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),98.14,1049.51,No
CUST-02808,Male,0,Yes,No,8,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),85.16,641.94,Yes
CUST-02809,Female,1,No,No,66,Yes,Yes,DSL,No internet service,Yes,No,Yes,No internet service,No internet service,One year,No,Bank transfer (automatic),82.69,5450.92,No
CUST-02810,Male,0,Yes,Yes,43,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),89.43,3822.4,Yes
CUST-02811,Male,0,Yes,No,60,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),113.91,6815.46,No
CUST-02812,Male,0,No,No,20,Yes,Yes,DSL,No internet service,No,No internet service,No,No internet service,No,Two year,No,Electronic check,65.8,1276.6,No
CUST-02813,Female,0,No,No,6,Yes,Yes,No,Yes,No internet service,No,No,No internet service,No internet service,Two year,Yes,Mailed check,83.17,526.72,No
CUST-02814,Female,0,Yes,Yes,10,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),86.39,820.08,No
CUST-02815,Female,0,Yes,Yes,44,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),103.71,4583.48,No
CUST-02816,Female,0,Yes,No,31,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No,No internet service,Month-to-month,No,Electronic check,46.82,1464.63,Yes
CUST-02817,Male,1,No,No,35,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),98.63,3406.59,Yes
CUST-02818,Male,0,Yes,No,36,Yes,Yes,DSL,Yes,Yes,No,No internet service,Yes,No internet service,Two year,No,Credit card (automatic),67.93,2478.37,No
CUST-02819,Female,0,Yes,No,40,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.62,792.27,No
CUST-02820,Female,0,Yes,No,48,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),33.31,1620.83,No
CUST-02821,Male,0,No,Yes,14,Yes,No,No,No,Yes,No,Yes,No,No internet service,One year,Yes,Credit card (automatic),101.94,1435.77,No
CUST-02822,Male,0,No,No,12,Yes,Yes,No,No internet service,No,No internet service,No internet service,No,Yes,One year,No,Electronic check,44.83,512.28,No
CUST-02823,Female,0,No,Yes,52,No,No,DSL,No,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,47.7,2460.78,No
CUST-02824,Female,1,Yes,No,32,Yes,No phone service,DSL,No internet service,No,No,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,91.52,2978.37,No
CUST-02825,Female,0,Yes,No,71,Yes,No,DSL,No,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),86.59,6178.6,No
CUST-02826,Female,0,No,No,31,Yes,No,Fiber optic,Yes,No,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),63.03,1987.76,No
CUST-02827,Male,0,Yes,Yes,47,Yes,No,No,Yes,Yes,No,Yes,No internet service,No,Month-to-month,No,Mailed check,91.01,4253.37,Yes
CUST-02828,Male,1,Yes,Yes,67,Yes,No,No,Yes,No internet service,No,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,79.04,5323.89,Yes
CUST-02829,Male,0,Yes,No,56,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,No internet service,Yes,Two year,Yes,Bank transfer (automatic),36.3,2017.11,No
CUST-02830,Female,0,No,No,61,Yes,Yes,DSL,No internet service,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),45.68,2769.42,Yes
CUST-02831,Female,0,Yes,No,1,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,24.42,5.8,No
CUST-02832,Male,0,Yes,No,15,Yes,Yes,No,No,No,No,No,No,Yes,One year,Yes,Electronic check,84.15,1223.14,No
CUST-02833,Male,0,No,No,7,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.54,125.17,Yes
CUST-02834,Male,0,Yes,No,18,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,Yes,Two year,No,Credit card (automatic),92.27,1680.15,No
CUST-02835,Male,1,No,Yes,31,Yes,Yes,No,Yes,No,No internet service,No,No,No,Two year,No,Credit card (automatic),71.28,2210.34,Yes
CUST-02836,Female,1,Yes,No,66,Yes,No,No,Yes,No internet service,Yes,No internet service,No,No,Month-to-month,No,Mailed check,61.88,4115.15,Yes
CUST-02837,Male,0,No,No,31,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No,No internet service,One year,Yes,Electronic check,77.68,2436.51,No
CUST-02838,Male,0,No,No,24,No,No,DSL,No,No,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),79.96,1903.35,Yes
CUST-02839,Male,1,Yes,No,52,No,No,DSL,No internet service,Yes,No internet service,No,Yes,Yes,One year,Yes,Mailed check,76.44,3938.24,No
CUST-02840,Male,1,Yes,Yes,24,Yes,Yes,DSL,No internet service,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.32,2121.51,No
CUST-02841,Male,0,No,Yes,32,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,No,Mailed check,81.61,2616.14,No
CUST-02842,Male,0,Yes,Yes,30,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),66.31,2019.39,No
CUST-02843,Male,0,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,100.95,3527.84,No
CUST-02844,Female,0,Yes,No,48,Yes,No,DSL,No,No internet service,No internet service,Yes,Yes,No,One year,No,Mailed check,115.37,5547.15,No
CUST-02845,Female,0,Yes,No,43,Yes,No,No,No,Yes,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),79.26,3413.53,Yes
CUST-02846,Female,0,Yes,Yes,47,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,Yes,No internet service,Two year,Yes,Mailed check,89.21,4164.38,No
CUST-02847,Female,0,Yes,Yes,29,Yes,No,DSL,No,Yes,No internet service,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),68.84,1990.27,No
CUST-02848,Male,1,No,Yes,12,Yes,No,Fiber optic,No,Yes,No,No,Yes,No internet service,One year,No,Bank transfer (automatic),58.09,713.45,No
CUST-02849,Female,0,No,No,42,Yes,No phone service,No,Yes,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Mailed check,104.08,4326.37,Yes
CUST-02850,Female,0,Yes,Yes,15,No,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,37.47,572.15,No
CUST-02851,Male,0,Yes,Yes,25,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),87.03,2215.69,No
CUST-02852,Male,0,Yes,No,46,No,No,DSL,Yes,No internet service,No,Yes,Yes,No internet service,Two year,Yes,Electronic check,31.72,1500.54,No
CUST-02853,Female,0,Yes,No,36,Yes,No,DSL,Yes,Yes,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),94.66,3442.86,No
CUST-02854,Female,0,Yes,No,2,No,No phone service,Fiber optic,Yes,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,41.46,54.9,Yes
CUST-02855,Male,0,No,Yes,25,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),78.7,2003.39,No
CUST-02856,Female,1,No,No,14,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),31.93,408.14,No
CUST-02857,Male,0,Yes,No,65,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),18.06,1156.18,No
CUST-02858,Male,0,No,Yes,27,Yes,No,No,No,No internet service,No internet service,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),92.14,2477.49,No
CUST-02859,Male,0,No,Yes,37,No,Yes,Fiber optic,No internet service,No internet service,No,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,105.52,3874.84,Yes
CUST-02860,Male,0,Yes,No,43,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,No internet service,One year,Yes,Mailed check,97.95,4249.24,No
CUST-02861,Female,0,No,No,52,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Credit card (automatic),31.29,1650.7,Yes
CUST-02862,Male,1,No,Yes,3,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),41.47,145.84,Yes
CUST-02863,Male,0,No,No,71,No,No,No,No internet service,Yes,Yes,No internet service,No,No internet service,One year,No,Mailed check,100.44,7173.98,No
CUST-02864,Female,0,No,No,43,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,Yes,Month-to-month,No,Credit card (automatic),19.68,872.35,No
CUST-02865,Male,1,Yes,Yes,45,Yes,No,DSL,Yes,No,No,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),70.84,3180.58,No
CUST-02866,Female,0,No,No,25,Yes,No,Fiber optic,No internet service,No,No,Yes,No,No internet service,One year,No,Bank transfer (automatic),101.58,2502.8,No
CUST-02867,Female,0,No,No,12,Yes,Yes,No,No internet service,No,No internet service,No,No,No internet service,One year,No,Mailed check,37.52,483.06,No
CUST-02868,Female,0,No,No,68,Yes,Yes,No,Yes,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,32.41,2225.24,Yes
CUST-02869,Male,0,Yes,No,43,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Mailed check,36.17,1565.87,No
CUST-02870,Female,0,No,Yes,52,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,Yes,Yes,Two year,Yes,Mailed check,93.56,4889.63,No
CUST-02871,Female,0,No,Yes,50,Yes,No,DSL,No internet service,No internet service,Yes,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),114.52,5751.5,Yes
CUST-02872,Male,0,No,No,12,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,39.11,493.59,Yes
CUST-02873,Female,0,Yes,No,40,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,28.86,1149.81,Yes
CUST-02874,Female,0,Yes,No,10,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,No,No,Two year,Yes,Credit card (automatic),45.08,454.24,No
CUST-02875,Female,1,Yes,No,36,Yes,No,DSL,No,Yes,No internet service,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),29.09,1077.56,No
CUST-02876,Female,0,Yes,No,59,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),18.51,1134.99,No
CUST-02877,Female,1,Yes,No,31,Yes,No phone service,Fiber optic,No,Yes,No,No,No internet service,No,Month-to-month,Yes,Electronic check,62.98,1953.96,No
CUST-02878,Male,0,No,No,44,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,Yes,No,Two year,No,Mailed check,93.14,4117.46,No
CUST-02879,Female,0,Yes,No,17,Yes,No,No,No internet service,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),49.11,835.6,No
CUST-02880,Female,0,No,No,19,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),51.1,962.59,No
CUST-02881,Male,0,Yes,Yes,43,Yes,Yes,DSL,No,Yes,No,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),40.78,1781.62,Yes
CUST-02882,Male,1,Yes,No,35,Yes,No,No,No,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),31.16,1055.37,No
CUST-02883,Male,0,Yes,No,68,Yes,No phone service,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),24.68,1672.71,No
CUST-02884,Female,0,No,Yes,36,Yes,No,DSL,No,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,75.02,2709.57,No
CUST-02885,Male,0,No,No,32,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,No internet service,Two year,No,Bank transfer (automatic),94.41,3041.91,No
CUST-02886,Female,0,No,No,18,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),68.37,1269.09,No
CUST-02887,Female,0,Yes,No,50,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),102.42,5087.13,No
CUST-02888,Male,0,Yes,Yes,31,Yes,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.18,1981.01,No
CUST-02889,Male,0,Yes,No,21,No,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,25.12,500.25,No
CUST-02890,Female,0,Yes,Yes,0,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,78.4,4.83,No
CUST-02891,Male,0,Yes,No,53,Yes,Yes,DSL,No internet service,Yes,No internet service,No,Yes,No,Two year,No,Credit card (automatic),89.51,4714.48,Yes
CUST-02892,Female,0,Yes,Yes,19,Yes,No,DSL,Yes,No,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,30.34,550.44,Yes
CUST-02893,Male,0,No,No,57,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,70.36,3972.66,No
CUST-02894,Male,1,No,No,34,Yes,No,DSL,No internet service,No,No,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,47.72,1628.98,Yes
CUST-02895,Male,0,Yes,No,69,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),114.25,7913.35,No
CUST-02896,Female,0,No,No,69,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No internet service,Two year,Yes,Mailed check,39.19,2666.64,No
CUST-02897,Male,0,No,No,60,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),86.26,5204.95,No
CUST-02898,Female,0,No,Yes,62,Yes,No,No,No,Yes,No,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),48.86,3075.84,No
CUST-02899,Female,1,Yes,Yes,60,No,No,Fiber optic,No,Yes,No internet service,Yes,No internet service,Yes,Two year,No,Electronic check,59.63,3575.59,No
CUST-02900,Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),100.71,5643.25,No
CUST-02901,Female,0,Yes,Yes,2,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),117.72,261.65,Yes
CUST-02902,Male,0,Yes,No,44,Yes,No phone service,No,No,No internet service,No,No,No,Yes,Two year,No,Mailed check,30.1,1349.52,No
CUST-02903,Female,0,No,No,14,Yes,Yes,No,Yes,Yes,No internet service,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),63.95,856.11,No
CUST-02904,Female,0,Yes,Yes,16,Yes,No,No,No,No,Yes,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),80.03,1313.31,No
CUST-02905,Male,0,Yes,No,14,No,No phone service,No,Yes,No internet service,No,Yes,No internet service,Yes,Month-to-month,No,Electronic check,57.28,762.85,No
CUST-02906,Female,0,Yes,No,4,Yes,No,No,Yes,No internet service,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),31.18,131.35,Yes
CUST-02907,Male,0,No,Yes,45,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No,No,One year,No,Electronic check,20.39,917.82,No
CUST-02908,Female,0,No,No,10,Yes,No,Fiber optic,No internet service,Yes,No,No,No internet service,No,One year,No,Credit card (automatic),21.13,244.03,Yes
